column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14
4964894532,3,2020.05.04,911,GD 신규경상 소비,101876,"완철밴드,단완철용,1방3호,200MM,238MM",8510,0110,548720203318 ,-2,EA,-13885,N1
4964894532,2,2020.05.04,911,GD 신규경상 소비,102197,"분기슬리브,BSC-4B,CU60MM2,CU38MM2",8510,0110,548720203318 ,-56,EA,-102146,N1
4964894532,1,2020.05.04,911,GD 신규경상 소비,121700,"환경친화형 전선퓨즈,DV/OW(3.2),220V,50A",8510,0110,548720203318 ,-29,EA,-96167,N1
4964894538,1,2020.05.04,994,GD 위탁: 업체반품,105107,"케이블,CV,4C,25MM2,600V/1KV,5.9MM",8510,0110,,72,M,0,N1
4964895906,1,2020.05.04,911,GD 신규경상 소비,101607,"인장클램프,D-2,ACSR 95MM2,1900KGF",8510,0110,544120195197 ,-1,EA,-3366,N1
4964895907,4,2020.05.04,911,GD 신규경상 소비,100686,"특고압인하용절연전선,PDC,5.0MM,1EA,5.0MM",8510,0110,544120203664 ,-9,M,-22877,N1
4964895907,6,2020.05.04,911,GD 신규경상 소비,101876,"완철밴드,단완철용,1방3호,200MM,238MM",8510,0110,544120203664 ,-1,EA,-6943,N1
4964895907,5,2020.05.04,911,GD 신규경상 소비,101903,"주상변압기행거밴드,3대용,S-3,220MM,280MM",8510,0110,544120203664 ,-1,SET,-32461,N1
4964895907,7,2020.05.04,911,GD 신규경상 소비,102000,"활선클램프,소형,분기고리측,경동선 6.5MM",8510,0110,544120203664 ,-3,EA,-13073,N1
4964895907,3,2020.05.04,911,GD 신규경상 소비,106704,"내오손용결합애자,폴리머",8510,0110,544120203664 ,-3,EA,-12448,N1
4964895907,2,2020.05.04,911,GD 신규경상 소비,121454,"컷아웃스위치,폴리머,25.8KV,100A",8510,0110,544120203664 ,-3,EA,-204186,N1
4964895907,1,2020.05.04,911,GD 신규경상 소비,124855,"경완철,2400MM,75MM,75MM,1.8MM",8510,0110,544120203664 ,-1,EA,-20952,N1
4964895908,1,2020.05.04,911,GD 신규경상 소비,101100,"편출용D형랙크,내장형,800MM,1000MM",8510,0110,544120203453 ,-2,EA,-174403,N1
4964895909,4,2020.05.04,911,GD 신규경상 소비,100686,"특고압인하용절연전선,PDC,5.0MM,1EA,5.0MM",8510,0110,544120203802 ,-18,M,-45754,N1
4964895909,9,2020.05.04,911,GD 신규경상 소비,101113,"가공지선지지대,일반형,1630MM,300KGF",8510,0110,544120203802 ,-2,EA,-47159,N1
4964895909,8,2020.05.04,911,GD 신규경상 소비,101876,"완철밴드,단완철용,1방3호,200MM,238MM",8510,0110,544120203802 ,-4,EA,-27770,N1
4964895909,7,2020.05.04,911,GD 신규경상 소비,101903,"주상변압기행거밴드,3대용,S-3,220MM,280MM",8510,0110,544120203802 ,-2,SET,-64921,N1
4964895909,10,2020.05.04,911,GD 신규경상 소비,102000,"활선클램프,소형,분기고리측,경동선 6.5MM",8510,0110,544120203802 ,-6,EA,-26147,N1
4964895909,3,2020.05.04,911,GD 신규경상 소비,106704,"내오손용결합애자,폴리머",8510,0110,544120203802 ,-6,EA,-24897,N1
4964895909,6,2020.05.04,911,GD 신규경상 소비,120688,"분기슬리브,BSC-2GW,CU25MM2,CU35MM2",8510,0110,544120203802 ,-2,EA,-4096,N1
4964895909,5,2020.05.04,911,GD 신규경상 소비,120876,"리드선부착형배전용폴리머피뢰기,폴리머",8510,0110,544120203802 ,-3,EA,-198364,N1
4964895909,2,2020.05.04,911,GD 신규경상 소비,121454,"컷아웃스위치,폴리머,25.8KV,100A",8510,0110,544120203802 ,-6,EA,-408371,N1
4964895909,1,2020.05.04,911,GD 신규경상 소비,124855,"경완철,2400MM,75MM,75MM,1.8MM",8510,0110,544120203802 ,-1,EA,-20952,N1
4964895910,1,2020.05.04,911,GD 신규경상 소비,101903,"주상변압기행거밴드,3대용,S-3,220MM,280MM",8510,0110,544120203763 ,-1,SET,-32461,N1
4964895911,1,2020.05.04,911,GD 신규경상 소비,101888,"지선밴드,2방,200MM,260MM",8510,0110,544120194941 ,-1,EA,-4462,N1
4964895912,1,2020.05.04,911,GD 신규경상 소비,100630,"옥외용비닐절연전선,OW,150MM2,19EA,3.2MM",8510,0110,544120195070 ,-6,M,-50795,N1
4964895912,2,2020.05.04,911,GD 신규경상 소비,101113,"가공지선지지대,일반형,1630MM,300KGF",8510,0110,544120195070 ,-1,EA,-23579,N1
4964895913,1,2020.05.04,911,GD 신규경상 소비,101888,"지선밴드,2방,200MM,260MM",8510,0110,544120203793 ,-1,EA,-4462,N1
4964895914,1,2020.05.04,911,GD 신규경상 소비,101888,"지선밴드,2방,200MM,260MM",8510,0110,544120203790 ,-1,EA,-4462,N1
4964895915,3,2020.05.04,911,GD 신규경상 소비,101113,"가공지선지지대,일반형,1630MM,300KGF",8510,0110,544120203613 ,-1,EA,-23580,N1
4964895915,2,2020.05.04,911,GD 신규경상 소비,101888,"지선밴드,2방,200MM,260MM",8510,0110,544120203613 ,-2,EA,-8924,N1
4964895915,1,2020.05.04,911,GD 신규경상 소비,101903,"주상변압기행거밴드,3대용,S-3,220MM,280MM",8510,0110,544120203613 ,-1,SET,-32461,N1
4964895916,3,2020.05.04,911,GD 신규경상 소비,101113,"가공지선지지대,일반형,1630MM,300KGF",8510,0110,544120203761 ,-1,EA,-23579,N1
4964895916,2,2020.05.04,911,GD 신규경상 소비,101888,"지선밴드,2방,200MM,260MM",8510,0110,544120203761 ,-2,EA,-8924,N1
4964895916,1,2020.05.04,911,GD 신규경상 소비,101903,"주상변압기행거밴드,3대용,S-3,220MM,280MM",8510,0110,544120203761 ,-1,SET,-32461,N1
4964895917,1,2020.05.04,911,GD 신규경상 소비,101888,"지선밴드,2방,200MM,260MM",8510,0110,544120203769 ,-5,EA,-22311,N1
4964895918,1,2020.05.04,911,GD 신규경상 소비,101888,"지선밴드,2방,200MM,260MM",8510,0110,544120203584 ,-1,EA,-4462,N1
4964895919,1,2020.05.04,911,GD 신규경상 소비,101888,"지선밴드,2방,200MM,260MM",8510,0110,544120194810 ,-2,EA,-8924,N1
4964895920,1,2020.05.04,911,GD 신규경상 소비,101888,"지선밴드,2방,200MM,260MM",8510,0110,544120203742 ,-1,EA,-4462,N1
4964895921,1,2020.05.04,911,GD 신규경상 소비,101888,"지선밴드,2방,200MM,260MM",8510,0110,544120203722 ,-2,EA,-8924,N1
4964895922,1,2020.05.04,911,GD 신규경상 소비,101888,"지선밴드,2방,200MM,260MM",8510,0110,544120203744 ,-1,EA,-4462,N1
4964895923,1,2020.05.04,911,GD 신규경상 소비,101888,"지선밴드,2방,200MM,260MM",8510,0110,544120203713 ,-2,EA,-8924,N1
4964895924,1,2020.05.04,911,GD 신규경상 소비,101888,"지선밴드,2방,200MM,260MM",8510,0110,544120184571 ,-3,EA,-13387,N1
4964895925,1,2020.05.04,911,GD 신규경상 소비,100630,"옥외용비닐절연전선,OW,150MM2,19EA,3.2MM",8510,0110,544120194258 ,-7,M,-59261,N1
4964895925,2,2020.05.04,911,GD 신규경상 소비,101903,"주상변압기행거밴드,3대용,S-3,220MM,280MM",8510,0110,544120194258 ,-2,SET,-64921,N1
4964895926,1,2020.05.04,911,GD 신규경상 소비,101888,"지선밴드,2방,200MM,260MM",8510,0110,544120203717 ,-4,EA,-17849,N1
4964895927,1,2020.05.04,911,GD 신규경상 소비,101888,"지선밴드,2방,200MM,260MM",8510,0110,544120203711 ,-1,EA,-4462,N1
4964895928,1,2020.05.04,911,GD 신규경상 소비,101888,"지선밴드,2방,200MM,260MM",8510,0110,544120203709 ,-1,EA,-4462,N1
4964895929,1,2020.05.04,911,GD 신규경상 소비,101888,"지선밴드,2방,200MM,260MM",8510,0110,544120203643 ,-2,EA,-8924,N1
4964895930,2,2020.05.04,911,GD 신규경상 소비,101102,"저압가선용랙크,2선용,50MM,409MM,100MM",8510,0110,544120203706 ,-4,EA,-12936,N1
4964895930,1,2020.05.04,911,GD 신규경상 소비,101888,"지선밴드,2방,200MM,260MM",8510,0110,544120203706 ,-1,EA,-4462,N1
4964895931,1,2020.05.04,911,GD 신규경상 소비,101618,"인장클램프,WDA-1,ACSR 32, 58MM2,쇄기형",8510,0110,544120195110 ,-7,EA,-40306,N1
4964895932,1,2020.05.04,911,GD 신규경상 소비,101618,"인장클램프,WDA-1,ACSR 32, 58MM2,쇄기형",8510,0110,544180203566 ,-2,EA,-11516,N1
4964895933,1,2020.05.04,911,GD 신규경상 소비,101102,"저압가선용랙크,2선용,50MM,409MM,100MM",8510,0110,544120194979 ,-1,EA,-3234,N1
4964895934,2,2020.05.04,911,GD 신규경상 소비,101102,"저압가선용랙크,2선용,50MM,409MM,100MM",8510,0110,544120203574 ,-1,EA,-3234,N1
4964895934,1,2020.05.04,911,GD 신규경상 소비,101903,"주상변압기행거밴드,3대용,S-3,220MM,280MM",8510,0110,544120203574 ,-1,SET,-32461,N1
4964895935,1,2020.05.04,911,GD 신규경상 소비,101102,"저압가선용랙크,2선용,50MM,409MM,100MM",8510,0110,544120194979 ,-1,EA,-3234,N1
4964895936,1,2020.05.04,911,GD 신규경상 소비,101903,"주상변압기행거밴드,3대용,S-3,220MM,280MM",8510,0110,544120203498 ,-1,SET,-32461,N1
4964895937,1,2020.05.04,911,GD 신규경상 소비,106746,"라인포스트애자핀,2호,20MM,127MM,경완철용",8510,0110,544120203464 ,-12,EA,-21014,N1
4964895938,1,2020.05.04,911,GD 신규경상 소비,102156,"각암타이,1370MM,6MM,50MM,50MM",8510,0110,544180203346 ,-1,EA,-5819,N1
4964895939,4,2020.05.04,911,GD 신규경상 소비,100686,"특고압인하용절연전선,PDC,5.0MM,1EA,5.0MM",8510,0110,544120203763 ,-9,M,-22877,N1
4964895939,5,2020.05.04,911,GD 신규경상 소비,101876,"완철밴드,단완철용,1방3호,200MM,238MM",8510,0110,544120203763 ,-1,EA,-6943,N1
4964895939,6,2020.05.04,911,GD 신규경상 소비,102000,"활선클램프,소형,분기고리측,경동선 6.5MM",8510,0110,544120203763 ,-3,EA,-13074,N1
4964895939,3,2020.05.04,911,GD 신규경상 소비,106704,"내오손용결합애자,폴리머",8510,0110,544120203763 ,-3,EA,-12448,N1
4964895939,2,2020.05.04,911,GD 신규경상 소비,121454,"컷아웃스위치,폴리머,25.8KV,100A",8510,0110,544120203763 ,-3,EA,-204186,N1
4964895939,1,2020.05.04,911,GD 신규경상 소비,124855,"경완철,2400MM,75MM,75MM,1.8MM",8510,0110,544120203763 ,-1,EA,-20952,N1
4964897390,1,2020.05.04,911,GD 신규경상 소비,126465,"고효율주상변압기,30KVA(광유),유탭,13.2KV",8510,0110,544120203289 ,-2,EA,-1925074,N1
4964897391,1,2020.05.04,911,GD 신규경상 소비,101868,"암타이및랙크밴드,2방3호,200MM,263MM",8510,0110,544120203700 ,-1,EA,-3131,N1
4964897392,1,2020.05.04,911,GD 신규경상 소비,101863,"암타이및랙크밴드,1방3호,200MM,263MM",8510,0110,544120203561 ,-1,EA,-2819,N1
4964897393,1,2020.05.04,911,GD 신규경상 소비,106751,"라인포스트애자핀,5호,20MM,170MM",8510,0110,544120194941 ,-1,EA,-1677,N1
4964897394,3,2020.05.04,911,GD 신규경상 소비,101584,"인류클램프,GT-3,아연도강연선 22MM2",8510,0110,544120194941 ,-1,EA,-2910,N1
4964897394,2,2020.05.04,911,GD 신규경상 소비,101876,"완철밴드,단완철용,1방3호,200MM,238MM",8510,0110,544120194941 ,-1,EA,-6943,N1
4964897394,1,2020.05.04,911,GD 신규경상 소비,120688,"분기슬리브,BSC-2GW,CU25MM2,CU35MM2",8510,0110,544120194941 ,-1,EA,-2048,N1
4964897395,1,2020.05.04,911,GD 신규경상 소비,120688,"분기슬리브,BSC-2GW,CU25MM2,CU35MM2",8510,0110,544120195070 ,-2,EA,-4096,N1
4964897396,1,2020.05.04,911,GD 신규경상 소비,100629,"옥외용비닐절연전선,OW,100MM2,19EA,2.6MM",8510,0110,544120203574 ,-13,M,-74856,N1
4964897396,2,2020.05.04,911,GD 신규경상 소비,102200,"분기슬리브,BSC-3C,CU100MM2,CU60MM2",8510,0110,544120203574 ,-3,EA,-9395,N1
4964897397,1,2020.05.04,911,GD 신규경상 소비,106695,"현수애자,폴리머,92MM,일반용,B호",8510,0110,544120194810 ,-3,EA,-16720,N1
4964897398,1,2020.05.04,911,GD 신규경상 소비,101619,"인장클램프,WDA-2,ACSR 95MM2,쇄기형",8510,0110,544120203352 ,-8,EA,-45869,N1
4964897399,1,2020.05.04,911,GD 신규경상 소비,100337,"접지동봉,14MM,1000MM",8510,0110,544120203088 ,-17,EA,-73968,N1
4964897400,1,2020.05.04,911,GD 신규경상 소비,100337,"접지동봉,14MM,1000MM",8510,0110,544120203566 ,-2,EA,-8702,N1
4964897401,1,2020.05.04,911,GD 신규경상 소비,101618,"인장클램프,WDA-1,ACSR 32, 58MM2,쇄기형",8510,0110,544120203561 ,-3,EA,-17274,N1
4964897402,1,2020.05.04,911,GD 신규경상 소비,100337,"접지동봉,14MM,1000MM",8510,0110,544120203258 ,-2,EA,-8702,N1
4964897403,1,2020.05.04,911,GD 신규경상 소비,101101,"저압가선용랙크,1선용,50MM,100MM,100MM",8510,0110,544120203605 ,-2,EA,-1977,N1
4964897426,1,2020.05.04,925,잔재환입-재고수준,121454,"컷아웃스위치,폴리머,25.8KV,100A",8510,0110,549380203671 ,3,EA,203985,N1
4964897428,1,2020.05.04,925,잔재환입-재고수준,101584,"인류클램프,GT-3,아연도강연선 22MM2",8510,0110,549320195686 ,1,EA,2804,N1
4964897842,1,2020.05.04,925,잔재환입-재고수준,102000,"활선클램프,소형,분기고리측,경동선 6.5MM",8510,0110,546020203617 ,3,EA,13077,N1
4964897843,1,2020.05.04,925,잔재환입-재고수준,106902,"22.9kV일반형주상변압기,50KVA,1P,유탭",8510,0110,546020203617 ,1,EA,436893,N2
4964897854,1,2020.05.04,925,잔재환입-재고수준,101876,"완철밴드,단완철용,1방3호,200MM,238MM",8510,0110,546020194041 ,3,EA,20664,N1
4964897858,1,2020.05.04,925,잔재환입-재고수준,124855,"경완철,2400MM,75MM,75MM,1.8MM",8510,0110,541320194139 ,4,EA,79320,N1
4964897861,1,2020.05.04,925,잔재환입-재고수준,124855,"경완철,2400MM,75MM,75MM,1.8MM",8510,0110,541320203134 ,1,EA,20898,N1
4964897867,1,2020.05.04,925,잔재환입-재고수준,101584,"인류클램프,GT-3,아연도강연선 22MM2",8510,0110,541380203134 ,1,EA,2886,N1
4964897888,1,2020.05.04,925,잔재환입-재고수준,101131,"전주용U볼트,근가용,360MM,590MM,160MM",8510,0110,541320124639 ,1,EA,4543,N1
4964897889,3,2020.05.04,925,잔재환입-재고수준,100512,"나경동연선,PH(HDCC),60MM2,19EA,2.0MM",8510,0110,541320184434 ,45,M,158130,N1
4964897889,1,2020.05.04,925,잔재환입-재고수준,100571,"강심알루미늄절연전선,ACSR-AW-OC,160MM2",8510,0110,541320184434 ,40,M,124960,N1
4964897889,4,2020.05.04,925,잔재환입-재고수준,100626,"옥외용비닐절연전선,OW,22MM2,7EA,2.0MM",8510,0110,541320184434 ,21,M,31983,N1
4964897889,2,2020.05.04,925,잔재환입-재고수준,100633,"인입용비닐절연전선,DV2R,3.2MM,1EA,3.2MM",8510,0110,541320184434 ,42,M,51702,N1
4964898067,1,2020.05.04,981,TF 반출:동일플랜트,100633,"인입용비닐절연전선,DV2R,3.2MM,1EA,3.2MM",8510,0110,,-1000,M,0,N1
4964898193,8,2020.05.04,925,잔재환입-재고수준,100376,"스텝볼트,콘크리트전주승주용,M16,160MM",8510,0110,541320184434 ,4,EA,2036,N1
4964898193,4,2020.05.04,925,잔재환입-재고수준,101102,"저압가선용랙크,2선용,50MM,409MM,100MM",8510,0110,541320184434 ,4,EA,13016,N1
4964898193,2,2020.05.04,925,잔재환입-재고수준,101113,"가공지선지지대,일반형,1630MM,300KGF",8510,0110,541320184434 ,1,EA,24337,N1
4964898193,5,2020.05.04,925,잔재환입-재고수준,101584,"인류클램프,GT-3,아연도강연선 22MM2",8510,0110,541320184434 ,1,EA,2698,N1
4964898193,1,2020.05.04,925,잔재환입-재고수준,101619,"인장클램프,WDA-2,ACSR 95MM2,쇄기형",8510,0110,541320184434 ,1,EA,6686,N1
4964898193,3,2020.05.04,925,잔재환입-재고수준,101863,"암타이및랙크밴드,1방3호,200MM,263MM",8510,0110,541320184434 ,14,EA,39774,N1
4964898193,6,2020.05.04,925,잔재환입-재고수준,101864,"암타이및랙크밴드,1방4호,220MM,283MM",8510,0110,541320184434 ,2,EA,5844,N1
4964898193,7,2020.05.04,925,잔재환입-재고수준,124170,"단일형내장완철,일반장주용,2400MM,90MM",8510,0110,541320184434 ,2,EA,64312,N1
4964898300,2,2020.05.04,925,잔재환입-재고수준,101888,"지선밴드,2방,200MM,260MM",8510,0110,541380184434 ,2,EA,9092,N1
4964898300,1,2020.05.04,925,잔재환입-재고수준,124855,"경완철,2400MM,75MM,75MM,1.8MM",8510,0110,541380184434 ,1,EA,19513,N1
4964898406,1,2020.05.04,925,잔재환입-재고수준,100585,"알루미늄절연전선,ACSR/AW-TR/OC,160MM2",8510,0110,937220173001 ,600,M,1877400,N1
4964898407,1,2020.05.04,925,잔재환입-재고수준,101584,"인류클램프,GT-3,아연도강연선 22MM2",8510,0110,541320184780 ,1,EA,2704,N1
4964898408,1,2020.05.04,925,잔재환입-재고수준,100583,"알루미늄절연전선,ACSR/AW-TR/OC,58MM2",8510,0110,541380124639 ,382,M,564214,N1
4964898409,1,2020.05.04,925,잔재환입-재고수준,101608,"인장클램프,D-3,ACSR 160MM2,3500KGF",8510,0110,541380184780 ,3,EA,11331,N1
4964898436,1,2020.05.04,925,잔재환입-재고수준,101875,"완철밴드,단완철용,1방2호,170MM,238MM",8510,0110,549320194973 ,1,EA,6701,N1
4964898436,2,2020.05.04,925,잔재환입-재고수준,126699,"바인드리스 폴리머 라인포스트,폴리머",8510,0110,549320194973 ,2,EA,60126,N1
4964898437,1,2020.05.04,925,잔재환입-재고수준,102198,"분기슬리브,BSC-1C,CU60MM2,CU60MM2",8510,0110,549320203725 ,12,EA,39168,N1
4964898438,2,2020.05.04,925,잔재환입-재고수준,100629,"옥외용비닐절연전선,OW,100MM2,19EA,2.6MM",8510,0110,549380203725 ,6,M,34338,N1
4964898438,5,2020.05.04,925,잔재환입-재고수준,100630,"옥외용비닐절연전선,OW,150MM2,19EA,3.2MM",8510,0110,549380203725 ,7,M,59759,N1
4964898438,4,2020.05.04,925,잔재환입-재고수준,100686,"특고압인하용절연전선,PDC,5.0MM,1EA,5.0MM",8510,0110,549380203725 ,9,M,22887,N1
4964898438,3,2020.05.04,925,잔재환입-재고수준,102000,"활선클램프,소형,분기고리측,경동선 6.5MM",8510,0110,549380203725 ,3,EA,13047,N1
4964898438,1,2020.05.04,925,잔재환입-재고수준,102202,"분기슬리브,BSC-5C,CU150MM2",8510,0110,549380203725 ,3,EA,11361,N1
4964898553,1,2020.05.04,901,제각환입입고,106902,"22.9kV일반형주상변압기,50KVA,1P,유탭",8510,0110,,3,EA,1310679,N2
4964898556,1,2020.05.04,925,잔재환입-재고수준,126468,"고효율주상변압기,100KVA(광유),유탭",8510,0110,544120203755 ,1,EA,1814228,N1
4964898559,1,2020.05.04,925,잔재환입-재고수준,124855,"경완철,2400MM,75MM,75MM,1.8MM",8510,0110,544120195173 ,1,EA,20990,N1
4964898565,2,2020.05.04,925,잔재환입-재고수준,101875,"완철밴드,단완철용,1방2호,170MM,238MM",8510,0110,521120203249 ,1,EA,6629,N1
4964898565,1,2020.05.04,925,잔재환입-재고수준,120876,"리드선부착형배전용폴리머피뢰기,폴리머",8510,0110,521120203249 ,6,EA,320082,N1
4964898565,3,2020.05.04,925,잔재환입-재고수준,124855,"경완철,2400MM,75MM,75MM,1.8MM",8510,0110,521120203249 ,1,EA,20890,N1
4964898568,3,2020.05.04,925,잔재환입-재고수준,101500,"아이쇄클,경완철용,일반형,ES-1,199MM,86MM",8510,0110,521180193458 ,6,EA,16332,N1
4964898568,2,2020.05.04,925,잔재환입-재고수준,101606,"인장클램프,D-1,ACSR 32 ~ 58MM2,1200KGF",8510,0110,521180193458 ,3,EA,6693,N1
4964898568,4,2020.05.04,925,잔재환입-재고수준,101607,"인장클램프,D-2,ACSR 95MM2,1900KGF",8510,0110,521180193458 ,8,EA,27024,N1
4964898568,1,2020.05.04,925,잔재환입-재고수준,101608,"인장클램프,D-3,ACSR 160MM2,3500KGF",8510,0110,521180193458 ,3,EA,11412,N1
4964898569,6,2020.05.04,901,제각환입입고,101865,"암타이및랙크밴드,1방5호,250MM,313MM",8510,0110,,2,EA,2704,N2
4964898572,2,2020.05.04,925,잔재환입-재고수준,101875,"완철밴드,단완철용,1방2호,170MM,238MM",8510,0110,521180203249 ,2,EA,13550,N1
4964898572,1,2020.05.04,925,잔재환입-재고수준,124855,"경완철,2400MM,75MM,75MM,1.8MM",8510,0110,521180203249 ,2,EA,41958,N1
4964898856,1,2020.05.04,911,GD 신규경상 소비,121454,"컷아웃스위치,폴리머,25.8KV,100A",8510,0110,541380194706 ,-1,EA,-68062,N1
4964898861,1,2020.05.04,925,잔재환입-재고수준,105215,"전력케이블,FR CNCO-W,1C,325MM2,25.8KV",8510,0110,563220203246 ,231,M,9457602,1000100597
4964898862,1,2020.05.04,911,GD 신규경상 소비,105215,"전력케이블,FR CNCO-W,1C,325MM2,25.8KV",8510,0110,521120203066 ,-231,M,-9458143,1000100597
5000921706,1,2020.05.04,101,GR 입고,102195,"분기슬리브,BSC-2B,CU38MM2,CU38MM2, 22MM2",8510,0110,,240,EA,468480,N1
5000921706,2,2020.05.04,101,GR 입고,102197,"분기슬리브,BSC-4B,CU60MM2,CU38MM2",8510,0110,,480,EA,876960,N1
5000921706,3,2020.05.04,101,GR 입고,120687,"분기슬리브,BSC-1GW,CU25MM2,CU35MM2",8510,0110,,1140,EA,3443940,N1
5000921706,4,2020.05.04,101,GR 입고,120688,"분기슬리브,BSC-2GW,CU25MM2,CU35MM2",8510,0110,,120,EA,246000,N1
5000921708,1,2020.05.04,101,GR 입고,108319,"퓨즈링크,특고압COS용,2A,27KV,584MM",8510,0110,,400,EA,908400,N1
5000921708,2,2020.05.04,101,GR 입고,108320,"퓨즈링크,특고압COS용,3A,27KV,584MM",8510,0110,,550,EA,1249050,N1
5000921708,3,2020.05.04,101,GR 입고,108322,"퓨즈링크,특고압COS용,8A,27KV,584MM",8510,0110,,480,EA,1114560,N1
5000921708,4,2020.05.04,101,GR 입고,120239,"퓨즈링크,특고압COS용,5A,27KV,584MM",8510,0110,,740,EA,1718280,N1
5000921709,1,2020.05.04,101,GR 입고,108319,"퓨즈링크,특고압COS용,2A,27KV,584MM",8510,0110,,400,EA,908400,N1
5000921709,2,2020.05.04,101,GR 입고,108320,"퓨즈링크,특고압COS용,3A,27KV,584MM",8510,0110,,860,EA,1953060,N1
5000921709,3,2020.05.04,101,GR 입고,108322,"퓨즈링크,특고압COS용,8A,27KV,584MM",8510,0110,,460,EA,1068120,N1
5000921709,4,2020.05.04,101,GR 입고,120239,"퓨즈링크,특고압COS용,5A,27KV,584MM",8510,0110,,610,EA,1416420,N1
5000921717,1,2020.05.04,101,GR 입고,101620,"인장클램프,WDA-3,ACSR 160MM2,쇄기형",8510,0110,,1640,EA,10656720,N1
5000921751,1,2020.05.04,101,GR 입고,105107,"케이블,CV,4C,25MM2,600V/1KV,5.9MM",8510,0110,,5100,M,38851800,N1
5000921857,1,2020.05.04,101,GR 입고,120928,"합성수지단독계기함,소형 전자식,1P2W",8510,0110,,550,EA,3209250,N1
5000921857,2,2020.05.04,101,GR 입고,120930,"합성수지단독계기함,중형 전자식",8510,0110,,200,EA,1826800,N1
5000921859,1,2020.05.04,101,GR 입고,101618,"인장클램프,WDA-1,ACSR 32, 58MM2,쇄기형",8510,0110,,1500,EA,8529000,N1
5000921860,1,2020.05.04,101,GR 입고,121399,"엘보접속재,AL케이블 변압기엘보 접속용",8510,0110,,40,EA,1748000,N1
5000921861,1,2020.05.04,101,GR 입고,106695,"현수애자,폴리머,92MM,일반용,B호",8510,0110,,3456,EA,21047040,N1
5000921976,1,2020.05.04,101,GR 입고,120876,"리드선부착형배전용폴리머피뢰기,폴리머",8510,0110,,144,EA,10512000,N1
4964903464,3,2020.05.06,911,GD 신규경상 소비,100513,"나경동연선,PH(HDCC),100MM2,19EA,2.6MM",8510,0110,536H20203375,-25,M,-136967,N1
4964903464,2,2020.05.06,911,GD 신규경상 소비,100542,"강심알루미늄연선,ACSR,95MM2",8510,0110,536H20203375,-589,M,-658566,N1
4964903464,1,2020.05.06,911,GD 신규경상 소비,100630,"옥외용비닐절연전선,OW,150MM2,19EA,3.2MM",8510,0110,536H20203375,-9,M,-76193,N1
4964903464,6,2020.05.06,911,GD 신규경상 소비,101619,"인장클램프,WDA-2,ACSR 95MM2,쇄기형",8510,0110,536H20203375,-34,EA,-194970,N1
4964903464,5,2020.05.06,911,GD 신규경상 소비,101888,"지선밴드,2방,200MM,260MM",8510,0110,536H20203375,-7,EA,-31236,N1
4964903464,4,2020.05.06,911,GD 신규경상 소비,101903,"주상변압기행거밴드,3대용,S-3,220MM,280MM",8510,0110,536H20203375,-5,SET,-162303,N1
4964903465,1,2020.05.06,911,GD 신규경상 소비,101888,"지선밴드,2방,200MM,260MM",8510,0110,536H80203375,-3,EA,-13387,N1
4964903466,1,2020.05.06,911,GD 신규경상 소비,100540,"강심알루미늄연선,ACSR,58MM2",8510,0110,536H20203375,-94,M,-68232,N1
4964903467,2,2020.05.06,911,GD 신규경상 소비,101607,"인장클램프,D-2,ACSR 95MM2,1900KGF",8510,0110,536H20203375,-3,EA,-10099,N1
4964903467,1,2020.05.06,911,GD 신규경상 소비,106751,"라인포스트애자핀,5호,20MM,170MM",8510,0110,536H20203375,-4,EA,-6707,N1
4964903468,1,2020.05.06,911,GD 신규경상 소비,106902,"22.9kV일반형주상변압기,50KVA,1P,유탭",8510,0110,536H20203375,-2,EA,-873786,N2
4964903469,1,2020.05.06,911,GD 신규경상 소비,100058,"강관전주,6M,85KGF,회색,6.4MX1조,강관근입",8510,0110,544180194908 ,-1,BON,-96711,N1
4964903470,9,2020.05.06,911,GD 신규경상 소비,100510,"나경동연선,PH(HDCC),22MM2,7EA,2.0MM",8510,0110,536H20203375,-35,M,-44165,N1
4964903470,11,2020.05.06,911,GD 신규경상 소비,100585,"알루미늄절연전선,ACSR/AW-TR/OC,160MM2",8510,0110,536H20203375,-1767,M,-5450838,N1
4964903470,12,2020.05.06,911,GD 신규경상 소비,100626,"옥외용비닐절연전선,OW,22MM2,7EA,2.0MM",8510,0110,536H20203375,-83,M,-117757,N1
4964903470,13,2020.05.06,911,GD 신규경상 소비,100628,"옥외용비닐절연전선,OW,60MM2,19EA,2.0MM",8510,0110,536H20203375,-325,M,-1151385,N1
4964903470,14,2020.05.06,911,GD 신규경상 소비,100629,"옥외용비닐절연전선,OW,100MM2,19EA,2.6MM",8510,0110,536H20203375,-58,M,-333973,N1
4964903470,15,2020.05.06,911,GD 신규경상 소비,100660,"비닐절연전선(연선),IV,25MM2,7EA,2.14MM",8510,0110,536H20203375,-269,M,-457453,N1
4964903470,16,2020.05.06,911,GD 신규경상 소비,100686,"특고압인하용절연전선,PDC,5.0MM,1EA,5.0MM",8510,0110,536H20203375,-57,M,-144899,N1
4964903470,1,2020.05.06,911,GD 신규경상 소비,101584,"인류클램프,GT-3,아연도강연선 22MM2",8510,0110,536H20203375,-5,EA,-14549,N1
4964903470,2,2020.05.06,911,GD 신규경상 소비,101608,"인장클램프,D-3,ACSR 160MM2,3500KGF",8510,0110,536H20203375,-3,EA,-11341,N1
